ID,Attribute,Date,Value
22977,Discharge,02-Mar2019 02:35:29,15
22978,Temperature,02-Mar2019 02:32:46,67
22979,Vibration,02-Mar2019 02:32:18,65
22980,Emission,02-Mar2019 02:33:37,8
22981,Moisture,02-Mar2019 02:30:30,50%
22982,No2,02-Mar2019 02:32:18,Data Lost
22983,Moisture,02-Mar2019 02:30:34,57%
22984,Fuel Rate,02-Mar2019 02:35:13,25
22985,No2,02-Mar2019 02:32:22,Low
22986,Pressure,02-Mar2019 02:32:10,3
22987,Pressure,02-Mar2019 02:32:14,3
22988,Temperature,02-Mar2019 02:32:50,76
22989,Temperature,02-Mar2019 02:32:54,67
22990,Vibration,02-Mar2019 02:32:22,80
22991,Moisture,02-Mar2019 02:30:38,52%
22992,No2,02-Mar2019 02:32:26,Medium
22993,Temperature,02-Mar2019 02:32:58,79
22994,Fuel Rate,02-Mar2019 02:35:17,29
22995,Fuel Rate,02-Mar2019 02:35:21,25
22996,Discharge,02-Mar2019 02:35:33,14
22997,Fuel Rate,02-Mar2019 02:35:25,27
22998,No2,02-Mar2019 02:32:30,Low
22999,Moisture,02-Mar2019 02:30:42,53%
23000,Temperature,02-Mar2019 02:33:02,73
23001,No2,02-Mar2019 02:32:34,Medium
23002,Moisture,02-Mar2019 02:30:46,53%
23003,Temperature,02-Mar2019 02:33:06,79
23004,Pressure,02-Mar2019 02:32:18,3
23005,Discharge,02-Mar2019 02:35:37,15
23006,Pressure,02-Mar2019 02:32:22,3
23007,Discharge,02-Mar2019 02:35:41,15
23008,Vibration,02-Mar2019 02:32:26,73
23009,Vibration,02-Mar2019 02:32:30,58
23010,Discharge,02-Mar2019 02:35:45,10
23011,Moisture,02-Mar2019 02:30:50,56%
23012,Temperature,02-Mar2019 02:33:09,73
23013,Pressure,02-Mar2019 02:32:26,1
23014,Moisture,02-Mar2019 02:30:54,I/O TimeOut
23015,No2,02-Mar2019 02:32:38,High
23016,RPM,02-Mar2019 02:33:29,1914
23017,Emission,02-Mar2019 02:33:41,5
23018,No2,02-Mar2019 02:32:42,I/O TimeOut
23019,Fuel Rate,02-Mar2019 02:35:29,26
23020,Emission,02-Mar2019 02:33:45,6
23021,Discharge,02-Mar2019 02:35:49,12
23022,Emission,02-Mar2019 02:33:49,7
23023,Moisture,02-Mar2019 02:30:58,54%
23024,Discharge,02-Mar2019 02:35:53,15
23025,Gas Flow,02-Mar2019 02:32:10,74
23026,Temperature,02-Mar2019 02:33:13,75
23027,No2,02-Mar2019 02:32:46,Medium
23028,Temperature,02-Mar2019 02:33:17,75
23029,Emission,02-Mar2019 02:33:53,9
23030,Moisture,02-Mar2019 02:31:02,58%
23031,Pressure,02-Mar2019 02:32:30,3
23032,Discharge,02-Mar2019 02:35:57,10
23033,RPM,02-Mar2019 02:33:33,1298
23034,Gas Flow,02-Mar2019 02:32:14,65
23035,RPM,02-Mar2019 02:33:37,1163
23036,Discharge,02-Mar2019 02:36:01,14
23037,RPM,02-Mar2019 02:33:41,1709
23038,Discharge,02-Mar2019 02:36:05,13
23039,No2,02-Mar2019 02:32:50,High
23040,Emission,02-Mar2019 02:33:57,6
23041,No2,02-Mar2019 02:32:54,Medium
23042,Vibration,02-Mar2019 02:32:34,61
23043,RPM,02-Mar2019 02:33:45,1944
23044,Emission,02-Mar2019 02:34:01,7
23045,No2,02-Mar2019 02:32:58,Low
23046,Discharge,02-Mar2019 02:36:09,15
23047,Gas Flow,02-Mar2019 02:32:18,74
23048,Discharge,02-Mar2019 02:36:13,13
23049,Emission,02-Mar2019 02:34:05,No Signal
23050,Gas Flow,02-Mar2019 02:32:22,65
23051,Moisture,02-Mar2019 02:31:06,51%
23052,Moisture,02-Mar2019 02:31:10,61%
23053,Gas Flow,02-Mar2019 02:32:26,79
23054,Gas Flow,02-Mar2019 02:32:30,72
23055,RPM,02-Mar2019 02:33:49,1653
23056,Moisture,02-Mar2019 02:31:14,56%
23057,Vibration,02-Mar2019 02:32:38,56
23058,Emission,02-Mar2019 02:34:09,9
23059,Discharge,02-Mar2019 02:36:17,10
23060,RPM,02-Mar2019 02:33:53,1799
23061,RPM,02-Mar2019 02:33:57,1986
23062,Temperature,02-Mar2019 02:33:21,58
23063,Vibration,02-Mar2019 02:32:42,63
23064,Vibration,02-Mar2019 02:32:46,80
23065,No2,02-Mar2019 02:33:02,High
23066,Gas Flow,02-Mar2019 02:32:34,65
23067,Discharge,02-Mar2019 02:36:21,16
23068,Discharge,02-Mar2019 02:36:25,12
23069,Moisture,02-Mar2019 02:31:18,61%
23070,Discharge,02-Mar2019 02:36:29,15
23071,Emission,02-Mar2019 02:34:13,5
23072,Gas Flow,02-Mar2019 02:32:38,77
23073,RPM,02-Mar2019 02:34:01,1705
23074,No2,02-Mar2019 02:33:06,Medium
23075,No2,02-Mar2019 02:33:09,High
23076,Discharge,02-Mar2019 02:36:33,16
23077,Pressure,02-Mar2019 02:32:34,5
23078,Fuel Rate,02-Mar2019 02:35:33,27
23079,Pressure,02-Mar2019 02:32:38,2
23080,RPM,02-Mar2019 02:34:05,1819
23081,Pressure,02-Mar2019 02:32:42,1
23082,Moisture,02-Mar2019 02:31:22,62%
23083,Discharge,02-Mar2019 02:36:37,11
23084,Vibration,02-Mar2019 02:32:50,87
23085,Temperature,02-Mar2019 02:33:25,72
23086,Temperature,02-Mar2019 02:33:29,61
23087,Temperature,02-Mar2019 02:33:33,75
23088,Fuel Rate,02-Mar2019 02:35:37,25
23089,Temperature,02-Mar2019 02:33:37,77
23090,Gas Flow,02-Mar2019 02:32:42,72
23091,Emission,02-Mar2019 02:34:17,5
23092,Fuel Rate,02-Mar2019 02:35:41,25
23093,Discharge,02-Mar2019 02:36:41,11
23094,RPM,02-Mar2019 02:34:09,1101
23095,Discharge,02-Mar2019 02:36:45,10
23096,Moisture,02-Mar2019 02:31:26,69%
23097,Gas Flow,02-Mar2019 02:32:46,73
23098,No2,02-Mar2019 02:33:13,Low
23099,Discharge,02-Mar2019 02:36:49,12
23100,Pressure,02-Mar2019 02:32:46,4
23101,No2,02-Mar2019 02:33:17,Medium
23102,Vibration,02-Mar2019 02:32:54,56
23103,No2,02-Mar2019 02:33:21,Medium
23104,No2,02-Mar2019 02:33:25,Low
23105,Vibration,02-Mar2019 02:32:58,60
23106,Vibration,02-Mar2019 02:33:02,67
23107,No2,02-Mar2019 02:33:29,High
23108,RPM,02-Mar2019 02:34:13,1503
23109,Moisture,02-Mar2019 02:31:30,69%
23110,No2,02-Mar2019 02:33:33,Low
23111,Moisture,02-Mar2019 02:31:34,52%
23112,Fuel Rate,02-Mar2019 02:35:45,Data Lost
23113,Vibration,02-Mar2019 02:33:06,79
23114,RPM,02-Mar2019 02:34:17,1626
23115,Fuel Rate,02-Mar2019 02:35:49,29
23116,RPM,02-Mar2019 02:34:21,1624
23117,Pressure,02-Mar2019 02:32:50,3
23118,Gas Flow,02-Mar2019 02:32:50,73
23119,Pressure,02-Mar2019 02:32:54,4
23120,Gas Flow,02-Mar2019 02:32:54,76
23121,RPM,02-Mar2019 02:34:25,1633
23122,Emission,02-Mar2019 02:34:21,7
23123,Discharge,02-Mar2019 02:36:53,13
23124,Moisture,02-Mar2019 02:31:38,62%
23125,Temperature,02-Mar2019 02:33:41,76
23126,Pressure,02-Mar2019 02:32:58,3
23127,Emission,02-Mar2019 02:34:25,9
23128,Temperature,02-Mar2019 02:33:45,56
23129,Emission,02-Mar2019 02:34:29,9
23130,Vibration,02-Mar2019 02:33:09,78
23131,Fuel Rate,02-Mar2019 02:35:53,26
23132,RPM,02-Mar2019 02:34:29,1343
23133,Moisture,02-Mar2019 02:31:42,57%
23134,Vibration,02-Mar2019 02:33:13,Data Lost
23135,No2,02-Mar2019 02:33:37,Medium
23136,Vibration,02-Mar2019 02:33:17,86
23137,Emission,02-Mar2019 02:34:33,10
23138,RPM,02-Mar2019 02:34:33,1584
23139,Gas Flow,02-Mar2019 02:32:58,72
23140,Temperature,02-Mar2019 02:33:49,54
23141,Pressure,02-Mar2019 02:33:02,2
23142,Gas Flow,02-Mar2019 02:33:02,69
23143,Pressure,02-Mar2019 02:33:06,4
23144,Emission,02-Mar2019 02:34:37,6
23145,Pressure,02-Mar2019 02:33:09,5
23146,Emission,02-Mar2019 02:34:41,5
23147,RPM,02-Mar2019 02:34:37,1459
23148,Temperature,02-Mar2019 02:33:53,66
23149,Vibration,02-Mar2019 02:33:21,66
23150,Discharge,02-Mar2019 02:36:57,14
23151,Emission,02-Mar2019 02:34:45,9
23152,Moisture,02-Mar2019 02:31:46,62%
23153,Pressure,02-Mar2019 02:33:13,2
23154,Moisture,02-Mar2019 02:31:50,64%
23155,Temperature,02-Mar2019 02:33:57,63
23156,No2,02-Mar2019 02:33:41,Low
23157,Temperature,02-Mar2019 02:34:01,69
23158,Gas Flow,02-Mar2019 02:33:06,74
23159,No2,02-Mar2019 02:33:45,High
23160,Emission,02-Mar2019 02:34:49,7
23161,Moisture,02-Mar2019 02:31:54,57%
23162,Vibration,02-Mar2019 02:33:25,83
23163,RPM,02-Mar2019 02:34:41,1617
23164,RPM,02-Mar2019 02:34:45,1197
23165,Emission,02-Mar2019 02:34:53,6
23166,No2,02-Mar2019 02:33:49,High
23167,Vibration,02-Mar2019 02:33:29,57
23168,Fuel Rate,02-Mar2019 02:35:57,27
23169,Pressure,02-Mar2019 02:33:17,5
23170,Moisture,02-Mar2019 02:31:58,68%
23171,Gas Flow,02-Mar2019 02:33:09,73
23172,No2,02-Mar2019 02:33:53,Medium
23173,Gas Flow,02-Mar2019 02:33:13,72
23174,Moisture,02-Mar2019 02:32:02,58%
23175,Emission,02-Mar2019 02:34:57,7
23176,Temperature,02-Mar2019 02:34:05,76
23177,Vibration,02-Mar2019 02:33:33,64
23178,Moisture,02-Mar2019 02:32:06,66%
23179,No2,02-Mar2019 02:33:57,Low
23180,Gas Flow,02-Mar2019 02:33:17,77
23181,Discharge,02-Mar2019 02:37:01,14
23182,Moisture,02-Mar2019 02:32:10,67%
23183,Emission,02-Mar2019 02:35:01,8
23184,No2,02-Mar2019 02:34:01,Low
23185,Discharge,02-Mar2019 02:37:05,11
23186,Vibration,02-Mar2019 02:33:37,82
23187,Gas Flow,02-Mar2019 02:33:21,78
23188,Gas Flow,02-Mar2019 02:33:25,69
23189,Fuel Rate,02-Mar2019 02:36:01,25
23190,Gas Flow,02-Mar2019 02:33:29,62
23191,RPM,02-Mar2019 02:34:49,1046
23192,RPM,02-Mar2019 02:34:53,1239
23193,Discharge,02-Mar2019 02:37:09,11
23194,No2,02-Mar2019 02:34:05,Low
23195,Fuel Rate,02-Mar2019 02:36:05,28
23196,Pressure,02-Mar2019 02:33:21,1
23197,No2,02-Mar2019 02:34:09,Medium
23198,Discharge,02-Mar2019 02:37:13,12
23199,Emission,02-Mar2019 02:35:05,10
23200,RPM,02-Mar2019 02:34:57,1221
23201,Moisture,02-Mar2019 02:32:14,Data Lost
23202,Pressure,02-Mar2019 02:33:25,Data Lost
23203,Gas Flow,02-Mar2019 02:33:33,65
23204,RPM,02-Mar2019 02:35:01,1745
23205,Emission,02-Mar2019 02:35:09,5
23206,Gas Flow,02-Mar2019 02:33:37,71
23207,Moisture,02-Mar2019 02:32:18,70%
23208,Moisture,02-Mar2019 02:32:22,50%
23209,Fuel Rate,02-Mar2019 02:36:09,28
23210,Moisture,02-Mar2019 02:32:26,70%
23211,No2,02-Mar2019 02:34:13,High
23212,Fuel Rate,02-Mar2019 02:36:13,25
23213,Moisture,02-Mar2019 02:32:30,69%
23214,RPM,02-Mar2019 02:35:05,1400
23215,Moisture,02-Mar2019 02:32:34,53%
23216,Moisture,02-Mar2019 02:32:38,52%
23217,Temperature,02-Mar2019 02:34:09,68
23218,Gas Flow,02-Mar2019 02:33:41,73
23219,Emission,02-Mar2019 02:35:13,9
23220,Gas Flow,02-Mar2019 02:33:45,70
23221,Temperature,02-Mar2019 02:34:13,77
23222,Discharge,02-Mar2019 02:37:17,12
23223,Vibration,02-Mar2019 02:33:41,74
23224,Temperature,02-Mar2019 02:34:17,62
23225,Fuel Rate,02-Mar2019 02:36:17,29
23226,Moisture,02-Mar2019 02:32:42,53%
23227,Gas Flow,02-Mar2019 02:33:49,73
23228,Temperature,02-Mar2019 02:34:21,59
23229,Emission,02-Mar2019 02:35:17,10
23230,No2,02-Mar2019 02:34:17,Medium
23231,Pressure,02-Mar2019 02:33:29,3
23232,Temperature,02-Mar2019 02:34:25,62
23233,No2,02-Mar2019 02:34:21,Low
23234,Discharge,02-Mar2019 02:37:21,19
23235,RPM,02-Mar2019 02:35:09,1958
23236,Temperature,02-Mar2019 02:34:29,74
23237,Discharge,02-Mar2019 02:37:25,I/O TimeOut
23238,No2,02-Mar2019 02:34:25,High
23239,No2,02-Mar2019 02:34:29,High
23240,Emission,02-Mar2019 02:35:21,6
23241,Moisture,02-Mar2019 02:32:46,50%
23242,No2,02-Mar2019 02:34:33,Low
23243,Temperature,02-Mar2019 02:34:33,54
23244,Temperature,02-Mar2019 02:34:37,No Signal
23245,RPM,02-Mar2019 02:35:13,1521
23246,Temperature,02-Mar2019 02:34:41,55
23247,Fuel Rate,02-Mar2019 02:36:21,30
23248,RPM,02-Mar2019 02:35:17,1737
23249,Vibration,02-Mar2019 02:33:45,75
23250,Discharge,02-Mar2019 02:37:29,Data Lost
23251,Moisture,02-Mar2019 02:32:50,69%
23252,Pressure,02-Mar2019 02:33:33,3
23253,Gas Flow,02-Mar2019 02:33:53,64
23254,Discharge,02-Mar2019 02:37:33,13
23255,RPM,02-Mar2019 02:35:21,1165
23256,Fuel Rate,02-Mar2019 02:36:25,26
23257,Discharge,02-Mar2019 02:37:37,20
23258,Pressure,02-Mar2019 02:33:37,3
23259,Pressure,02-Mar2019 02:33:41,1
23260,Emission,02-Mar2019 02:35:25,6
23261,Emission,02-Mar2019 02:35:29,10
23262,Pressure,02-Mar2019 02:33:45,Data Lost
23263,Gas Flow,02-Mar2019 02:33:57,67
23264,Pressure,02-Mar2019 02:33:49,3
23265,Vibration,02-Mar2019 02:33:49,75
23266,Pressure,02-Mar2019 02:33:53,3
23267,RPM,02-Mar2019 02:35:25,1385
23268,No2,02-Mar2019 02:34:37,Medium
23269,No2,02-Mar2019 02:34:41,High
23270,Fuel Rate,02-Mar2019 02:36:29,28
23271,Discharge,02-Mar2019 02:37:41,19
23272,Gas Flow,02-Mar2019 02:34:01,66
23273,Gas Flow,02-Mar2019 02:34:05,74
23274,Fuel Rate,02-Mar2019 02:36:33,29
23275,Vibration,02-Mar2019 02:33:53,71
23276,Gas Flow,02-Mar2019 02:34:09,65
23277,RPM,02-Mar2019 02:35:29,1882
23278,Vibration,02-Mar2019 02:33:57,74
23279,Pressure,02-Mar2019 02:33:57,1
23280,Vibration,02-Mar2019 02:34:01,88
23281,Fuel Rate,02-Mar2019 02:36:37,28
23282,Temperature,02-Mar2019 02:34:45,54
23283,Discharge,02-Mar2019 02:37:45,16
23284,Gas Flow,02-Mar2019 02:34:13,80
23285,Moisture,02-Mar2019 02:32:54,56%
23286,Discharge,02-Mar2019 02:37:49,10
23287,Temperature,02-Mar2019 02:34:49,69
23288,Pressure,02-Mar2019 02:34:01,5
23289,Fuel Rate,02-Mar2019 02:36:41,30
23290,Emission,02-Mar2019 02:35:33,7
23291,Temperature,02-Mar2019 02:34:53,52
23292,Discharge,02-Mar2019 02:37:53,12
23293,Pressure,02-Mar2019 02:34:05,5
23294,RPM,02-Mar2019 02:35:33,1777
23295,Discharge,02-Mar2019 02:37:57,18
23296,No2,02-Mar2019 02:34:45,Medium
23297,Fuel Rate,02-Mar2019 02:36:45,30
23298,No2,02-Mar2019 02:34:49,Data Lost
23299,Gas Flow,02-Mar2019 02:34:17,61
23300,Temperature,02-Mar2019 02:34:57,53
23301,Moisture,02-Mar2019 02:32:58,54%
23302,Temperature,02-Mar2019 02:35:01,65
23303,Vibration,02-Mar2019 02:34:05,64
23304,Vibration,02-Mar2019 02:34:09,78
23305,No2,02-Mar2019 02:34:53,Low
23306,Pressure,02-Mar2019 02:34:09,4
23307,No2,02-Mar2019 02:34:57,Low
23308,Gas Flow,02-Mar2019 02:34:21,79
23309,Fuel Rate,02-Mar2019 02:36:49,29
23310,Fuel Rate,02-Mar2019 02:36:53,29
23311,Emission,02-Mar2019 02:35:37,9
23312,Temperature,02-Mar2019 02:35:05,57
23313,Gas Flow,02-Mar2019 02:34:25,66
23314,Fuel Rate,02-Mar2019 02:36:57,25
23315,Moisture,02-Mar2019 02:33:02,67%
23316,Discharge,02-Mar2019 02:38:01,16
23317,RPM,02-Mar2019 02:35:37,1989
23318,Discharge,02-Mar2019 02:38:05,10
23319,Pressure,02-Mar2019 02:34:13,4
23320,Pressure,02-Mar2019 02:34:17,3
23321,Discharge,02-Mar2019 02:38:09,15
23322,RPM,02-Mar2019 02:35:41,1849
23323,Gas Flow,02-Mar2019 02:34:29,66
23324,Gas Flow,02-Mar2019 02:34:33,63
23325,Pressure,02-Mar2019 02:34:21,2
23326,Gas Flow,02-Mar2019 02:34:37,75
23327,Pressure,02-Mar2019 02:34:25,3
23328,Fuel Rate,02-Mar2019 02:37:01,29
23329,Pressure,02-Mar2019 02:34:29,1
23330,Vibration,02-Mar2019 02:34:13,69
23331,RPM,02-Mar2019 02:35:45,1742
23332,Discharge,02-Mar2019 02:38:13,14
23333,Moisture,02-Mar2019 02:33:06,54%
23334,Pressure,02-Mar2019 02:34:33,3
23335,Pressure,02-Mar2019 02:34:37,3
23336,Vibration,02-Mar2019 02:34:17,51
23337,No2,02-Mar2019 02:35:01,High
23338,Emission,02-Mar2019 02:35:41,10
23339,Vibration,02-Mar2019 02:34:21,58
23340,Fuel Rate,02-Mar2019 02:37:05,28
23341,Vibration,02-Mar2019 02:34:25,88
23342,No2,02-Mar2019 02:35:05,Medium
23343,Pressure,02-Mar2019 02:34:41,1
23344,RPM,02-Mar2019 02:35:49,1623
23345,Emission,02-Mar2019 02:35:45,7
23346,Discharge,02-Mar2019 02:38:17,15
23347,No2,02-Mar2019 02:35:09,Medium
23348,Pressure,02-Mar2019 02:34:45,5
23349,Vibration,02-Mar2019 02:34:29,69
23350,Discharge,02-Mar2019 02:38:21,11
23351,Gas Flow,02-Mar2019 02:34:41,70
23352,Moisture,02-Mar2019 02:33:09,58%
23353,Temperature,02-Mar2019 02:35:09,65
23354,Gas Flow,02-Mar2019 02:34:45,70
23355,Temperature,02-Mar2019 02:35:13,73
23356,Temperature,02-Mar2019 02:35:17,66
23357,Temperature,02-Mar2019 02:35:21,70
23358,Temperature,02-Mar2019 02:35:25,70
23359,Emission,02-Mar2019 02:35:49,6
23360,Fuel Rate,02-Mar2019 02:37:09,27
23361,No2,02-Mar2019 02:35:13,Low
23362,Temperature,02-Mar2019 02:35:29,53
23363,Discharge,02-Mar2019 02:38:25,11
23364,Fuel Rate,02-Mar2019 02:37:13,27
23365,Pressure,02-Mar2019 02:34:49,3
23366,RPM,02-Mar2019 02:35:53,1703
23367,No2,02-Mar2019 02:35:17,Medium
23368,Emission,02-Mar2019 02:35:53,10
23369,Fuel Rate,02-Mar2019 02:37:17,25
23370,Fuel Rate,02-Mar2019 02:37:21,29
23371,Gas Flow,02-Mar2019 02:34:49,60
23372,Fuel Rate,02-Mar2019 02:37:25,30
23373,Moisture,02-Mar2019 02:33:13,58%
23374,Fuel Rate,02-Mar2019 02:37:29,26
23375,Emission,02-Mar2019 02:35:57,6
23376,RPM,02-Mar2019 02:35:57,1290
23377,Vibration,02-Mar2019 02:34:33,61
23378,No2,02-Mar2019 02:35:21,Medium
23379,Moisture,02-Mar2019 02:33:17,Data Lost
23380,Discharge,02-Mar2019 02:38:29,12
23381,No2,02-Mar2019 02:35:25,Low
23382,Emission,02-Mar2019 02:36:01,8
23383,Moisture,02-Mar2019 02:33:21,58%
23384,Emission,02-Mar2019 02:36:05,6
23385,RPM,02-Mar2019 02:36:01,1144
23386,Vibration,02-Mar2019 02:34:37,61
23387,Discharge,02-Mar2019 02:38:33,Data Lost
23388,Temperature,02-Mar2019 02:35:33,75
23389,Fuel Rate,02-Mar2019 02:37:33,30
23390,Vibration,02-Mar2019 02:34:41,68
23391,Gas Flow,02-Mar2019 02:34:53,79
23392,Temperature,02-Mar2019 02:35:37,50
23393,Vibration,02-Mar2019 02:34:45,56
23394,RPM,02-Mar2019 02:36:05,1968
23395,Gas Flow,02-Mar2019 02:34:57,80
23396,Moisture,02-Mar2019 02:33:25,54%
23397,Emission,02-Mar2019 02:36:09,10
23398,Gas Flow,02-Mar2019 02:35:01,72
23399,No2,02-Mar2019 02:35:29,I/O TimeOut
23400,Temperature,02-Mar2019 02:35:41,71
23401,Fuel Rate,02-Mar2019 02:37:37,30
23402,Pressure,02-Mar2019 02:34:53,3
23403,Pressure,02-Mar2019 02:34:57,4
23404,RPM,02-Mar2019 02:36:09,1077
23405,Temperature,02-Mar2019 02:35:45,58
23406,Emission,02-Mar2019 02:36:13,6
23407,Pressure,02-Mar2019 02:35:01,3
23408,Gas Flow,02-Mar2019 02:35:05,Data Lost
23409,Emission,02-Mar2019 02:36:17,10
23410,Moisture,02-Mar2019 02:33:29,55%
23411,RPM,02-Mar2019 02:36:13,1213
23412,Emission,02-Mar2019 02:36:21,10
23413,Moisture,02-Mar2019 02:33:33,62%
23414,Discharge,02-Mar2019 02:38:37,12
23415,Discharge,02-Mar2019 02:38:41,17
23416,Vibration,02-Mar2019 02:34:49,73
23417,Temperature,02-Mar2019 02:35:49,56
23418,Moisture,02-Mar2019 02:33:37,68%
23419,Discharge,02-Mar2019 02:38:45,18
23420,Discharge,02-Mar2019 02:38:49,19
23421,Fuel Rate,02-Mar2019 02:37:41,26
23422,Emission,02-Mar2019 02:36:25,6
23423,Discharge,02-Mar2019 02:38:53,20
23424,No2,02-Mar2019 02:35:33,Low
23425,Discharge,02-Mar2019 02:38:57,14
23426,Discharge,02-Mar2019 02:39:01,15
23427,Temperature,02-Mar2019 02:35:53,73
23428,Gas Flow,02-Mar2019 02:35:09,73
23429,No2,02-Mar2019 02:35:37,Medium
23430,No2,02-Mar2019 02:35:41,Medium
23431,Vibration,02-Mar2019 02:34:53,71
23432,Vibration,02-Mar2019 02:34:57,89
23433,Gas Flow,02-Mar2019 02:35:13,70
23434,Pressure,02-Mar2019 02:35:05,2
23435,Moisture,02-Mar2019 02:33:41,63%
23436,Discharge,02-Mar2019 02:39:05,12
23437,Pressure,02-Mar2019 02:35:09,1
23438,Temperature,02-Mar2019 02:35:57,66
23439,Vibration,02-Mar2019 02:35:01,81
23440,RPM,02-Mar2019 02:36:17,1324
23441,Discharge,02-Mar2019 02:39:09,10
23442,No2,02-Mar2019 02:35:45,High
23443,Discharge,02-Mar2019 02:39:13,17
23444,Pressure,02-Mar2019 02:35:13,5
23445,Temperature,02-Mar2019 02:36:01,55
23446,No2,02-Mar2019 02:35:49,Data Lost
23447,Gas Flow,02-Mar2019 02:35:17,70
23448,Gas Flow,02-Mar2019 02:35:21,No Signal
23449,Gas Flow,02-Mar2019 02:35:25,66
23450,Discharge,02-Mar2019 02:39:17,12
23451,Temperature,02-Mar2019 02:36:05,75
23452,Moisture,02-Mar2019 02:33:45,70%
23453,Discharge,02-Mar2019 02:39:21,16
23454,Pressure,02-Mar2019 02:35:17,1
23455,Gas Flow,02-Mar2019 02:35:29,78
23456,Discharge,02-Mar2019 02:39:25,16
23457,Gas Flow,02-Mar2019 02:35:33,67
23458,Discharge,02-Mar2019 02:39:29,Data Lost
23459,Gas Flow,02-Mar2019 02:35:37,70
23460,Gas Flow,02-Mar2019 02:35:41,69
23461,RPM,02-Mar2019 02:36:21,1083
23462,Fuel Rate,02-Mar2019 02:37:45,30
23463,No2,02-Mar2019 02:35:53,High
23464,Moisture,02-Mar2019 02:33:49,70%
23465,No2,02-Mar2019 02:35:57,Low
23466,Gas Flow,02-Mar2019 02:35:45,78
23467,No2,02-Mar2019 02:36:01,Low
23468,Gas Flow,02-Mar2019 02:35:49,67
23469,Pressure,02-Mar2019 02:35:21,5
23470,Discharge,02-Mar2019 02:39:33,11
23471,Gas Flow,02-Mar2019 02:35:53,74
23472,Emission,02-Mar2019 02:36:29,5
23473,RPM,02-Mar2019 02:36:25,1933
23474,RPM,02-Mar2019 02:36:29,1576
23475,Discharge,02-Mar2019 02:39:37,16
23476,Vibration,02-Mar2019 02:35:05,73
23477,Discharge,02-Mar2019 02:39:41,13
23478,Vibration,02-Mar2019 02:35:09,71
23479,Vibration,02-Mar2019 02:35:13,75
23480,RPM,02-Mar2019 02:36:33,1854
23481,No2,02-Mar2019 02:36:05,High
23482,Emission,02-Mar2019 02:36:33,7
23483,No2,02-Mar2019 02:36:09,Low
23484,Discharge,02-Mar2019 02:39:45,18
23485,No2,02-Mar2019 02:36:13,High
23486,Temperature,02-Mar2019 02:36:09,74
23487,Moisture,02-Mar2019 02:33:53,50%
23488,No2,02-Mar2019 02:36:17,High
23489,Temperature,02-Mar2019 02:36:13,Data Lost
23490,Discharge,02-Mar2019 02:39:49,12
23491,Vibration,02-Mar2019 02:35:17,82
23492,Gas Flow,02-Mar2019 02:35:57,69
23493,Emission,02-Mar2019 02:36:37,5
23494,Moisture,02-Mar2019 02:33:57,56%
23495,Temperature,02-Mar2019 02:36:17,80
23496,Pressure,02-Mar2019 02:35:25,2
23497,Emission,02-Mar2019 02:36:41,9
23498,Emission,02-Mar2019 02:36:45,8
23499,Pressure,02-Mar2019 02:35:29,3
23500,Temperature,02-Mar2019 02:36:21,52
23501,Pressure,02-Mar2019 02:35:33,5
23502,Discharge,02-Mar2019 02:39:53,13
23503,Moisture,02-Mar2019 02:34:01,68%
23504,Fuel Rate,02-Mar2019 02:37:49,29
23505,Gas Flow,02-Mar2019 02:36:01,63
23506,Emission,02-Mar2019 02:36:49,9
23507,No2,02-Mar2019 02:36:21,High
23508,RPM,02-Mar2019 02:36:37,1401
23509,Gas Flow,02-Mar2019 02:36:05,60
23510,Gas Flow,02-Mar2019 02:36:09,69
23511,Discharge,02-Mar2019 02:39:57,18
23512,Discharge,02-Mar2019 02:40:01,13
23513,Gas Flow,02-Mar2019 02:36:13,67
23514,No2,02-Mar2019 02:36:25,High
23515,Pressure,02-Mar2019 02:35:37,5
23516,Fuel Rate,02-Mar2019 02:37:53,26
23517,Gas Flow,02-Mar2019 02:36:17,80
23518,Moisture,02-Mar2019 02:34:05,54%
23519,Pressure,02-Mar2019 02:35:41,4
23520,Temperature,02-Mar2019 02:36:25,65
23521,Moisture,02-Mar2019 02:34:09,52%
23522,Moisture,02-Mar2019 02:34:13,64%
23523,Gas Flow,02-Mar2019 02:36:21,60
23524,Fuel Rate,02-Mar2019 02:37:57,27
23525,Gas Flow,02-Mar2019 02:36:25,71
23526,No2,02-Mar2019 02:36:29,Low
23527,Emission,02-Mar2019 02:36:53,9
23528,Temperature,02-Mar2019 02:36:29,60
23529,Temperature,02-Mar2019 02:36:33,79
23530,Discharge,02-Mar2019 02:40:05,16
23531,Emission,02-Mar2019 02:36:57,5
23532,Temperature,02-Mar2019 02:36:37,59
23533,Vibration,02-Mar2019 02:35:21,84
23534,Emission,02-Mar2019 02:37:01,9
23535,Discharge,02-Mar2019 02:40:09,12
23536,Vibration,02-Mar2019 02:35:25,60
23537,Emission,02-Mar2019 02:37:05,10
23538,Vibration,02-Mar2019 02:35:29,52
23539,Temperature,02-Mar2019 02:36:41,77
23540,Vibration,02-Mar2019 02:35:33,79
23541,No2,02-Mar2019 02:36:33,Low
23542,Moisture,02-Mar2019 02:34:17,69%
23543,Fuel Rate,02-Mar2019 02:38:01,26
23544,Vibration,02-Mar2019 02:35:37,69
23545,Vibration,02-Mar2019 02:35:41,62
23546,RPM,02-Mar2019 02:36:41,1136
